ID,Material Name,Category,Unit Cost (USD),Stock Level,Monthly Sales,Avg Lead Time (days),Durability (1-10),Eco-Friendly,Recommended For,Customer Rating (1-5),Image URL,Popular Regions,Seasonality Index,Year,Month
878,Padded Envelope,Envelope,0.2,811,1768.78,4,3,No,"Clothing, Tools",3.5,https://dummyimage.com/600x400/000/fff&text=Padded+Envelope,Africa,1.24,2097,August
879,Bubble Wrap,Bag,0.4,590,2005.81,10,7,No,"Toys, Food",3.9,https://dummyimage.com/600x400/000/fff&text=Bubble+Wrap,"Africa, North America",1.44,2097,September
880,Rigid Boxes,Bag,1.94,704,1264.43,7,9,No,"Books, Tools",3.4,https://dummyimage.com/600x400/000/fff&text=Rigid+Boxes,"Asia, Africa",0.81,2097,October
881,Corrugated Cardboard,Bag,0.39,2329,1415.7,8,9,No,"Tools, Jewelry, Cosmetics",3.3,https://dummyimage.com/600x400/000/fff&text=Corrugated+Cardboard,UAE,0.81,2097,November
882,Biodegradable Foam,Envelope,1.65,4373,990.86,7,4,Yes,"Glassware, Clothing",4.6,https://dummyimage.com/600x400/000/fff&text=Biodegradable+Foam,Europe,0.75,2097,December
883,Corrugated Cardboard,Box,1.71,278,1937.32,15,5,No,Electronics,3.3,https://dummyimage.com/600x400/000/fff&text=Corrugated+Cardboard,Latin America,1.46,2098,January
884,Kraft Paper,Bag,0.71,3021,2033.99,10,9,Yes,Food,3.9,https://dummyimage.com/600x400/000/fff&text=Kraft+Paper,"Australia, Africa",1.32,2098,February
885,Honeycomb Paper,Wrap,1.97,2864,1549.97,3,9,No,"Clothing, Food",3.2,https://dummyimage.com/600x400/000/fff&text=Honeycomb+Paper,"Asia, Australia",1.04,2098,March
886,Kraft Paper,Box,0.48,1464,1388.41,12,9,Yes,"Jewelry, Tools",5.0,https://dummyimage.com/600x400/000/fff&text=Kraft+Paper,"Australia, Latin America",0.84,2098,April
887,Bubble Wrap,Box,0.47,1102,1535.75,2,3,Yes,Electronics,4.3,https://dummyimage.com/600x400/000/fff&text=Bubble+Wrap,Africa,1.04,2098,May
888,Corrugated Cardboard,Wrap,0.9,170,1049.17,11,6,No,Toys,4.3,https://dummyimage.com/600x400/000/fff&text=Corrugated+Cardboard,Europe,0.78,2098,June
889,Corrugated Cardboard,Bag,0.25,1058,1847.03,2,10,Yes,"Books, Accessories",4.3,https://dummyimage.com/600x400/000/fff&text=Corrugated+Cardboard,Africa,1.25,2098,July
890,Thermal Insulated Box,Wrap,0.35,4417,2309.36,5,3,No,"Cosmetics, Jewelry",4.8,https://dummyimage.com/600x400/000/fff&text=Thermal+Insulated+Box,Latin America,1.49,2098,August
891,Kraft Paper,Box,1.05,3308,1102.07,12,9,Yes,Food,4.4,https://dummyimage.com/600x400/000/fff&text=Kraft+Paper,"Latin America, Australia",0.73,2098,September
892,Thermal Insulated Box,Wrap,1.82,532,1773.85,8,7,Yes,Toys,4.6,https://dummyimage.com/600x400/000/fff&text=Thermal+Insulated+Box,"UAE, Africa",1.21,2098,October
893,Bubble Wrap,Filler,1.35,3348,1188.91,7,4,No,Tools,4.1,https://dummyimage.com/600x400/000/fff&text=Bubble+Wrap,"UAE, Asia",0.77,2098,November
894,Honeycomb Paper,Wrap,1.87,3571,1137.6,15,7,Yes,Electronics,4.5,https://dummyimage.com/600x400/000/fff&text=Honeycomb+Paper,North America,0.73,2098,December
895,Thermal Insulated Box,Filler,1.77,1969,1810.38,5,7,No,Clothing,4.4,https://dummyimage.com/600x400/000/fff&text=Thermal+Insulated+Box,UAE,1.14,2099,January
896,Padded Envelope,Box,1.45,379,1916.58,6,4,No,Jewelry,4.2,https://dummyimage.com/600x400/000/fff&text=Padded+Envelope,Europe,1.29,2099,February
897,Thermal Insulated Box,Bag,0.26,1406,974.05,8,9,No,"Jewelry, Clothing",4.1,https://dummyimage.com/600x400/000/fff&text=Thermal+Insulated+Box,UAE,0.71,2099,March
898,Corrugated Cardboard,Filler,0.36,815,1047.61,13,9,Yes,"Food, Electronics, Jewelry",5.0,https://dummyimage.com/600x400/000/fff&text=Corrugated+Cardboard,"Africa, Latin America",0.74,2099,April
899,Thermal Insulated Box,Filler,1.74,976,1313.38,5,4,No,Jewelry,4.4,https://dummyimage.com/600x400/000/fff&text=Thermal+Insulated+Box,North America,0.84,2099,May
900,Rigid Boxes,Box,1.85,226,1076.24,15,5,Yes,"Cosmetics, Jewelry",3.1,https://dummyimage.com/600x400/000/fff&text=Rigid+Boxes,"Latin America, Asia",0.84,2099,June
901,Kraft Paper,Wrap,1.06,4169,1779.38,3,4,Yes,"Clothing, Accessories, Books",4.0,https://dummyimage.com/600x400/000/fff&text=Kraft+Paper,Asia,1.23,2099,July
902,Honeycomb Paper,Box,0.43,4674,951.64,3,6,Yes,Books,3.8,https://dummyimage.com/600x400/000/fff&text=Honeycomb+Paper,Australia,0.71,2099,August
903,Padded Envelope,Box,1.19,2393,1301.28,11,4,Yes,Jewelry,4.3,https://dummyimage.com/600x400/000/fff&text=Padded+Envelope,"Europe, North America",0.93,2099,September
904,Jiffy Bag,Bag,1.21,1276,1951.25,4,4,No,"Tools, Clothing, Books",4.0,https://dummyimage.com/600x400/000/fff&text=Jiffy+Bag,"UAE, North America",1.24,2099,October
905,Stretch Film,Envelope,1.59,4645,1734.69,11,9,No,Cosmetics,5.0,https://dummyimage.com/600x400/000/fff&text=Stretch+Film,Australia,1.22,2099,November
906,Bubble Wrap,Envelope,1.53,4670,1990.41,14,10,Yes,Clothing,3.3,https://dummyimage.com/600x400/000/fff&text=Bubble+Wrap,Africa,1.42,2099,December
907,Biodegradable Foam,Box,1.89,3996,1446.58,7,3,No,"Food, Jewelry, Accessories",4.2,https://dummyimage.com/600x400/000/fff&text=Biodegradable+Foam,Africa,1.2,2100,January
908,Corrugated Cardboard,Bag,0.52,881,1364.39,15,3,No,Cosmetics,4.5,https://dummyimage.com/600x400/000/fff&text=Corrugated+Cardboard,"Latin America, Europe",0.91,2100,February
909,Stretch Film,Envelope,1.17,2935,2049.68,13,8,No,"Tools, Toys",3.4,https://dummyimage.com/600x400/000/fff&text=Stretch+Film,"Latin America, Asia",1.38,2100,March
910,Kraft Paper,Bag,1.44,2420,1561.27,11,5,Yes,"Jewelry, Glassware",3.9,https://dummyimage.com/600x400/000/fff&text=Kraft+Paper,"Africa, North America",0.92,2100,April
911,Corrugated Cardboard,Bag,1.45,2723,1122.39,14,6,Yes,"Food, Clothing",3.5,https://dummyimage.com/600x400/000/fff&text=Corrugated+Cardboard,"Australia, Europe",0.83,2100,May
912,Kraft Paper,Wrap,1.46,4674,1554.11,13,7,Yes,"Food, Glassware, Cosmetics",3.0,https://dummyimage.com/600x400/000/fff&text=Kraft+Paper,Europe,1.09,2100,June
913,Padded Envelope,Envelope,0.59,2247,1272.71,5,9,No,Tools,4.4,https://dummyimage.com/600x400/000/fff&text=Padded+Envelope,Australia,0.89,2100,July
914,Kraft Paper,Wrap,1.9,266,2019.13,6,6,Yes,Food,3.9,https://dummyimage.com/600x400/000/fff&text=Kraft+Paper,"Africa, Asia",1.25,2100,August
915,Rigid Boxes,Filler,1.37,3386,1050.26,11,8,Yes,"Glassware, Toys",4.6,https://dummyimage.com/600x400/000/fff&text=Rigid+Boxes,"North America, Asia",0.76,2100,September
916,Jiffy Bag,Box,1.22,2369,2079.51,9,3,No,"Food, Books",3.4,https://dummyimage.com/600x400/000/fff&text=Jiffy+Bag,Europe,1.45,2100,October
917,Bubble Wrap,Envelope,0.47,3276,1065.62,6,3,No,"Accessories, Tools",4.1,https://dummyimage.com/600x400/000/fff&text=Bubble+Wrap,Europe,0.72,2100,November
918,Rigid Boxes,Box,0.63,817,1350.19,4,8,Yes,Tools,4.7,https://dummyimage.com/600x400/000/fff&text=Rigid+Boxes,"Europe, Australia",0.95,2100,December
919,Honeycomb Paper,Wrap,1.21,3912,1519.54,12,3,Yes,Clothing,4.4,https://dummyimage.com/600x400/000/fff&text=Honeycomb+Paper,Africa,1.14,2101,January
920,Bubble Wrap,Bag,1.85,1032,1976.99,2,8,Yes,"Toys, Jewelry",3.0,https://dummyimage.com/600x400/000/fff&text=Bubble+Wrap,"Europe, UAE",1.39,2101,February
921,Rigid Boxes,Bag,1.72,3989,1838.56,12,4,Yes,Jewelry,3.2,https://dummyimage.com/600x400/000/fff&text=Rigid+Boxes,"Latin America, Australia",1.19,2101,March
922,Kraft Paper,Wrap,1.63,2724,1089.24,6,3,Yes,Toys,3.5,https://dummyimage.com/600x400/000/fff&text=Kraft+Paper,Africa,0.87,2101,April
923,Padded Envelope,Filler,1.72,2768,1173.43,2,8,Yes,"Cosmetics, Jewelry",3.2,https://dummyimage.com/600x400/000/fff&text=Padded+Envelope,Asia,0.83,2101,May
924,Kraft Paper,Filler,0.61,2761,1933.33,3,4,No,"Electronics, Food, Cosmetics",3.9,https://dummyimage.com/600x400/000/fff&text=Kraft+Paper,"Africa, Europe",1.49,2101,June
925,Kraft Paper,Envelope,0.96,1565,2342.93,7,7,No,"Food, Electronics",3.1,https://dummyimage.com/600x400/000/fff&text=Kraft+Paper,"Europe, Africa",1.5,2101,July
926,Corrugated Cardboard,Wrap,1.15,1158,1028.95,7,10,Yes,"Toys, Accessories, Glassware",4.0,https://dummyimage.com/600x400/000/fff&text=Corrugated+Cardboard,Europe,0.87,2101,August
927,Kraft Paper,Bag,1.74,2621,1830.96,7,3,No,Electronics,3.3,https://dummyimage.com/600x400/000/fff&text=Kraft+Paper,"Europe, North America",1.39,2101,September
928,Thermal Insulated Box,Filler,1.41,1112,1751.89,4,10,No,"Electronics, Jewelry",4.6,https://dummyimage.com/600x400/000/fff&text=Thermal+Insulated+Box,Asia,1.21,2101,October
929,Padded Envelope,Envelope,0.73,2580,2323.64,11,6,Yes,Toys,3.3,https://dummyimage.com/600x400/000/fff&text=Padded+Envelope,"Australia, Africa",1.44,2101,November
930,Kraft Paper,Bag,1.74,1800,1233.58,9,9,Yes,"Books, Glassware, Food",4.5,https://dummyimage.com/600x400/000/fff&text=Kraft+Paper,"North America, Asia",0.89,2101,December
931,Bubble Wrap,Filler,0.16,1798,1634.01,8,4,Yes,Accessories,4.4,https://dummyimage.com/600x400/000/fff&text=Bubble+Wrap,Europe,1.24,2102,January
932,Biodegradable Foam,Bag,1.3,3244,2403.63,14,6,No,"Books, Cosmetics, Clothing",4.7,https://dummyimage.com/600x400/000/fff&text=Biodegradable+Foam,"UAE, Asia",1.45,2102,February
933,Plastic Mailer,Bag,1.8,2032,1348.3,12,9,No,"Glassware, Books",3.4,https://dummyimage.com/600x400/000/fff&text=Plastic+Mailer,Africa,1.13,2102,March
934,Honeycomb Paper,Wrap,1.63,1942,925.17,5,3,No,"Books, Toys, Food",3.6,https://dummyimage.com/600x400/000/fff&text=Honeycomb+Paper,"Latin America, Europe",0.85,2102,April
935,Honeycomb Paper,Wrap,1.36,3801,1136.15,14,8,No,Accessories,3.2,https://dummyimage.com/600x400/000/fff&text=Honeycomb+Paper,Australia,0.78,2102,May
936,Honeycomb Paper,Box,0.27,1338,1152.9,10,8,Yes,"Food, Accessories",3.1,https://dummyimage.com/600x400/000/fff&text=Honeycomb+Paper,UAE,0.87,2102,June
937,Bubble Wrap,Wrap,1.01,1102,1816.46,8,5,No,Cosmetics,3.9,https://dummyimage.com/600x400/000/fff&text=Bubble+Wrap,"Latin America, Europe",1.45,2102,July
938,Thermal Insulated Box,Envelope,1.04,1953,1045.83,5,5,Yes,"Electronics, Cosmetics",3.9,https://dummyimage.com/600x400/000/fff&text=Thermal+Insulated+Box,UAE,0.7,2102,August
939,Shrink Wrap,Wrap,0.9,2212,1029.05,15,3,No,Books,4.9,https://dummyimage.com/600x400/000/fff&text=Shrink+Wrap,"Latin America, UAE",0.72,2102,September
940,Jiffy Bag,Filler,0.36,4722,1698.3,9,10,No,"Books, Electronics",3.6,https://dummyimage.com/600x400/000/fff&text=Jiffy+Bag,UAE,1.29,2102,October
941,Plastic Mailer,Envelope,0.22,4179,1691.05,3,7,No,"Clothing, Food",4.9,https://dummyimage.com/600x400/000/fff&text=Plastic+Mailer,"Europe, Australia",1.39,2102,November
942,Honeycomb Paper,Box,1.42,714,2093.38,6,10,Yes,"Tools, Jewelry",4.4,https://dummyimage.com/600x400/000/fff&text=Honeycomb+Paper,Asia,1.38,2102,December
943,Corrugated Cardboard,Bag,0.44,1906,1783.12,10,10,Yes,"Cosmetics, Food",3.6,https://dummyimage.com/600x400/000/fff&text=Corrugated+Cardboard,North America,1.2,2103,January
944,Jiffy Bag,Envelope,0.49,560,1754.35,7,7,No,"Clothing, Jewelry, Cosmetics",4.7,https://dummyimage.com/600x400/000/fff&text=Jiffy+Bag,"Australia, North America",1.27,2103,February
945,Bubble Wrap,Wrap,0.1,2625,2297.48,7,7,No,"Food, Tools",3.5,https://dummyimage.com/600x400/000/fff&text=Bubble+Wrap,UAE,1.39,2103,March
946,Rigid Boxes,Envelope,0.74,309,1657.07,10,3,No,"Food, Glassware, Jewelry",4.7,https://dummyimage.com/600x400/000/fff&text=Rigid+Boxes,Africa,1.33,2103,April
947,Rigid Boxes,Box,0.69,1711,1714.44,7,7,Yes,"Clothing, Books",4.4,https://dummyimage.com/600x400/000/fff&text=Rigid+Boxes,"UAE, Asia",1.45,2103,May
948,Plastic Mailer,Filler,1.97,1266,1025.96,5,9,Yes,"Cosmetics, Toys, Accessories",3.9,https://dummyimage.com/600x400/000/fff&text=Plastic+Mailer,Asia,0.79,2103,June
949,Padded Envelope,Bag,1.24,2723,1222.19,6,7,Yes,"Jewelry, Books",3.5,https://dummyimage.com/600x400/000/fff&text=Padded+Envelope,"Asia, Africa",0.88,2103,July
950,Kraft Paper,Wrap,1.02,1199,1486.33,8,10,No,"Cosmetics, Toys, Accessories",3.4,https://dummyimage.com/600x400/000/fff&text=Kraft+Paper,Australia,1.04,2103,August
951,Kraft Paper,Filler,1.65,2810,1593.02,14,4,Yes,Food,4.2,https://dummyimage.com/600x400/000/fff&text=Kraft+Paper,"Australia, UAE",1.17,2103,September
952,Stretch Film,Filler,0.95,3793,1877.64,11,8,No,"Books, Food",4.6,https://dummyimage.com/600x400/000/fff&text=Stretch+Film,"Latin America, Asia",1.3,2103,October
953,Kraft Paper,Wrap,1.93,3544,952.07,10,8,Yes,"Tools, Electronics, Jewelry",4.5,https://dummyimage.com/600x400/000/fff&text=Kraft+Paper,Australia,0.78,2103,November
954,Bubble Wrap,Envelope,1.91,3509,2203.38,13,6,No,Electronics,4.0,https://dummyimage.com/600x400/000/fff&text=Bubble+Wrap,"Europe, Latin America",1.38,2103,December
955,Thermal Insulated Box,Filler,1.11,272,1203.87,7,3,No,"Food, Cosmetics, Clothing",4.1,https://dummyimage.com/600x400/000/fff&text=Thermal+Insulated+Box,UAE,0.87,2104,January
956,Kraft Paper,Bag,1.48,4865,1892.35,4,9,Yes,"Books, Cosmetics",4.4,https://dummyimage.com/600x400/000/fff&text=Kraft+Paper,"Europe, Latin America",1.22,2104,February
957,Jiffy Bag,Box,0.64,1070,1847.08,4,9,Yes,"Clothing, Books",3.5,https://dummyimage.com/600x400/000/fff&text=Jiffy+Bag,UAE,1.28,2104,March
958,Thermal Insulated Box,Bag,1.77,232,1692.37,3,8,Yes,Food,3.6,https://dummyimage.com/600x400/000/fff&text=Thermal+Insulated+Box,Africa,1.16,2104,April
959,Bubble Wrap,Bag,1.24,4552,1843.39,15,6,Yes,Glassware,3.6,https://dummyimage.com/600x400/000/fff&text=Bubble+Wrap,"Africa, Asia",1.25,2104,May
960,Thermal Insulated Box,Envelope,1.91,317,1618.03,4,9,Yes,Clothing,4.5,https://dummyimage.com/600x400/000/fff&text=Thermal+Insulated+Box,North America,1.11,2104,June
961,Padded Envelope,Box,0.39,1921,1158.21,11,6,No,"Cosmetics, Glassware, Electronics",3.2,https://dummyimage.com/600x400/000/fff&text=Padded+Envelope,Latin America,0.78,2104,July
962,Honeycomb Paper,Filler,1.54,4314,2323.57,8,6,No,"Accessories, Toys, Cosmetics",3.7,https://dummyimage.com/600x400/000/fff&text=Honeycomb+Paper,North America,1.47,2104,August
963,Padded Envelope,Wrap,1.34,3559,1394.18,3,8,Yes,"Food, Glassware",4.2,https://dummyimage.com/600x400/000/fff&text=Padded+Envelope,"Latin America, UAE",0.98,2104,September
964,Stretch Film,Wrap,0.82,906,1105.66,9,10,Yes,"Jewelry, Glassware",4.4,https://dummyimage.com/600x400/000/fff&text=Stretch+Film,Asia,0.74,2104,October
965,Plastic Mailer,Filler,1.38,2283,1078.5,2,9,No,"Tools, Books, Clothing",4.5,https://dummyimage.com/600x400/000/fff&text=Plastic+Mailer,North America,0.78,2104,November
966,Rigid Boxes,Bag,0.64,1117,1644.03,6,10,Yes,Food,4.6,https://dummyimage.com/600x400/000/fff&text=Rigid+Boxes,"Asia, North America",1.03,2104,December
967,Padded Envelope,Filler,0.44,564,1287.84,5,8,Yes,"Toys, Jewelry, Books",4.1,https://dummyimage.com/600x400/000/fff&text=Padded+Envelope,Asia,0.99,2105,January
968,Thermal Insulated Box,Wrap,0.5,1940,2173.36,11,8,No,"Accessories, Tools, Clothing",3.2,https://dummyimage.com/600x400/000/fff&text=Thermal+Insulated+Box,"Africa, North America",1.32,2105,February
969,Jiffy Bag,Envelope,0.94,2909,1903.77,11,3,Yes,Toys,4.8,https://dummyimage.com/600x400/000/fff&text=Jiffy+Bag,"Asia, Europe",1.37,2105,March
970,Plastic Mailer,Filler,0.81,4502,1123.86,13,4,Yes,Books,3.9,https://dummyimage.com/600x400/000/fff&text=Plastic+Mailer,Asia,0.94,2105,April
971,Plastic Mailer,Wrap,0.43,3537,1398.96,5,4,Yes,"Glassware, Jewelry",3.4,https://dummyimage.com/600x400/000/fff&text=Plastic+Mailer,"Africa, North America",0.99,2105,May
972,Honeycomb Paper,Box,0.76,1260,1833.27,11,9,No,Books,4.4,https://dummyimage.com/600x400/000/fff&text=Honeycomb+Paper,"Europe, Australia",1.41,2105,June
973,Kraft Paper,Bag,0.36,4315,1361.25,8,3,Yes,"Clothing, Toys",3.8,https://dummyimage.com/600x400/000/fff&text=Kraft+Paper,"North America, Europe",0.9,2105,July
974,Jiffy Bag,Filler,0.83,3842,1408.49,12,10,Yes,"Jewelry, Glassware, Cosmetics",3.5,https://dummyimage.com/600x400/000/fff&text=Jiffy+Bag,North America,1.08,2105,August
975,Padded Envelope,Filler,0.69,1880,1039.71,15,5,No,"Accessories, Cosmetics, Glassware",3.2,https://dummyimage.com/600x400/000/fff&text=Padded+Envelope,Europe,0.78,2105,September
976,Honeycomb Paper,Wrap,1.03,2119,1493.69,6,9,Yes,"Accessories, Tools, Books",4.4,https://dummyimage.com/600x400/000/fff&text=Honeycomb+Paper,"Asia, UAE",1.32,2105,October
977,Stretch Film,Wrap,0.85,2466,1531.93,11,9,Yes,"Accessories, Toys, Jewelry",4.4,https://dummyimage.com/600x400/000/fff&text=Stretch+Film,Asia,1.15,2105,November
978,Shrink Wrap,Wrap,1.47,3404,761.06,6,10,Yes,Glassware,4.2,https://dummyimage.com/600x400/000/fff&text=Shrink+Wrap,Africa,0.72,2105,December
979,Padded Envelope,Box,1.13,3421,1585.21,5,8,No,"Food, Cosmetics, Tools",4.3,https://dummyimage.com/600x400/000/fff&text=Padded+Envelope,"Latin America, North America",1.35,2106,January
980,Rigid Boxes,Envelope,1.5,1662,2041.78,6,9,No,Clothing,3.4,https://dummyimage.com/600x400/000/fff&text=Rigid+Boxes,"Europe, Asia",1.36,2106,February
981,Plastic Mailer,Box,1.6,1071,1790.77,13,4,No,"Clothing, Toys",3.3,https://dummyimage.com/600x400/000/fff&text=Plastic+Mailer,UAE,1.19,2106,March
982,Kraft Paper,Bag,0.33,884,1396.39,9,7,No,"Food, Jewelry",3.8,https://dummyimage.com/600x400/000/fff&text=Kraft+Paper,"Latin America, Africa",0.96,2106,April
983,Biodegradable Foam,Envelope,0.81,324,1033.45,2,9,No,Accessories,4.7,https://dummyimage.com/600x400/000/fff&text=Biodegradable+Foam,Asia,0.82,2106,May
984,Kraft Paper,Bag,0.4,4979,1166.39,13,4,Yes,Toys,3.8,https://dummyimage.com/600x400/000/fff&text=Kraft+Paper,"Africa, Europe",0.84,2106,June
985,Corrugated Cardboard,Filler,1.43,2401,1868.92,15,3,Yes,"Tools, Glassware",4.1,https://dummyimage.com/600x400/000/fff&text=Corrugated+Cardboard,"UAE, Africa",1.34,2106,July
986,Thermal Insulated Box,Wrap,0.46,2121,1060.9,12,4,Yes,"Accessories, Tools, Clothing",3.7,https://dummyimage.com/600x400/000/fff&text=Thermal+Insulated+Box,North America,0.86,2106,August
987,Padded Envelope,Filler,1.49,4793,1781.52,11,5,Yes,"Food, Jewelry, Accessories",4.9,https://dummyimage.com/600x400/000/fff&text=Padded+Envelope,Latin America,1.11,2106,September
988,Corrugated Cardboard,Filler,1.26,1807,1532.8,6,4,No,"Toys, Food",4.8,https://dummyimage.com/600x400/000/fff&text=Corrugated+Cardboard,"Africa, Europe",1.01,2106,October
989,Honeycomb Paper,Wrap,0.33,4804,968.71,6,7,Yes,Cosmetics,4.9,https://dummyimage.com/600x400/000/fff&text=Honeycomb+Paper,Africa,0.71,2106,November
990,Stretch Film,Filler,1.87,2755,1273.06,15,8,No,Books,4.4,https://dummyimage.com/600x400/000/fff&text=Stretch+Film,"Australia, Latin America",0.91,2106,December
991,Padded Envelope,Bag,0.51,3413,1538.23,3,10,No,"Accessories, Food",3.9,https://dummyimage.com/600x400/000/fff&text=Padded+Envelope,"Asia, Africa",1.08,2107,January
992,Honeycomb Paper,Box,0.25,1149,1654.42,10,8,Yes,"Accessories, Tools, Jewelry",4.7,https://dummyimage.com/600x400/000/fff&text=Honeycomb+Paper,Latin America,1.49,2107,February
993,Bubble Wrap,Bag,0.17,3732,2000.27,5,10,Yes,Books,4.3,https://dummyimage.com/600x400/000/fff&text=Bubble+Wrap,"Latin America, Australia",1.47,2107,March
994,Jiffy Bag,Box,0.76,2447,1599.08,13,10,Yes,Accessories,4.9,https://dummyimage.com/600x400/000/fff&text=Jiffy+Bag,"North America, Europe",1.23,2107,April
995,Shrink Wrap,Envelope,0.34,178,1581.89,5,9,Yes,"Accessories, Books, Cosmetics",4.4,https://dummyimage.com/600x400/000/fff&text=Shrink+Wrap,"UAE, Latin America",1.26,2107,May
996,Bubble Wrap,Box,0.44,2514,1939.07,15,4,Yes,"Toys, Clothing, Accessories",4.7,https://dummyimage.com/600x400/000/fff&text=Bubble+Wrap,"Europe, UAE",1.43,2107,June
997,Honeycomb Paper,Bag,1.9,436,2057.54,4,10,No,"Electronics, Tools, Toys",4.8,https://dummyimage.com/600x400/000/fff&text=Honeycomb+Paper,"North America, UAE",1.25,2107,July
998,Corrugated Cardboard,Box,1.32,1048,1128.32,3,8,No,"Tools, Food, Accessories",4.7,https://dummyimage.com/600x400/000/fff&text=Corrugated+Cardboard,"Africa, UAE",0.76,2107,August
999,Rigid Boxes,Filler,1.57,3067,1289.21,10,9,No,Glassware,3.8,https://dummyimage.com/600x400/000/fff&text=Rigid+Boxes,UAE,0.98,2107,September
1000,Rigid Boxes,Box,0.26,4305,1401.35,6,3,Yes,Clothing,4.5,https://dummyimage.com/600x400/000/fff&text=Rigid+Boxes,Australia,0.95,2107,October
